movieId,userId,rating,movieAvgRating,userAvgRating,,,,
2,29893,2.5,3.21,2.67,,0.71,,0.17
2,18968,3,3.21,3.5,,0.21,,0.5
2,5534,2,3.21,3.4,,1.21,,1.4
2,23411,3.5,3.21,3.33,,0.29,,0.17
2,13090,2.5,3.21,1.28,,0.71,,1.22
2,19640,5,3.21,5,,1.79,,0
2,28890,3.5,3.21,3.5,,0.29,,0
2,23308,4,3.21,3.5,,0.79,,0.5
2,11738,3,3.21,3,,0.21,,0
2,23537,5,3.21,5,,1.79,,0
2,14291,2,3.21,2,,1.21,,0
2,3020,4,3.21,4,,0.79,,0
2,4860,3,3.21,3,,0.21,,0
2,29406,3,3.21,2,,0.21,,1
2,27002,3,3.21,3,,0.21,,0
2,20412,3,3.21,3,,0.21,,0
2,2841,3,3.21,3.33,,0.21,,0.33
2,4519,3.5,3.21,3.33,,0.29,,0.17
2,14831,4,3.21,4,,0.79,,0
2,24404,3,3.21,3,,0.21,,0
2,13477,3,3.21,3.67,,0.21,,0.67
2,24341,4,3.21,4,,0.79,,0
2,18278,4,3.21,4,,0.79,,0
2,3179,3,3.21,3,,0.21,,0
2,24423,3,3.21,2.75,,0.21,,0.25
2,9552,5,3.21,4.25,,1.79,,0.75
2,3072,2,3.21,2.5,,1.21,,0.5
2,9312,2.5,3.21,2.33,,0.71,,0.17
2,17855,4,3.21,3,,0.79,,1
2,28547,5,3.21,4.25,,1.79,,0.75
2,16140,3,3.21,3.4,,0.21,,0.4
2,13499,3.5,3.21,3.12,,0.29,,0.38
2,16303,1,3.21,1.25,,2.21,,0.25
2,1808,3,3.21,3.12,,0.21,,0.12
2,24905,2,3.21,2.28,,1.21,,0.28
2,25375,5,3.21,2.67,,1.79,,2.33
2,10683,3,3.21,4.33,,0.21,,1.33
2,22364,3,3.21,3,,0.21,,0
2,27838,3.5,3.21,3.63,,0.29,,0.13
2,4917,3,3.21,3,,0.21,,0
2,6628,3,3.21,3,,0.21,,0
2,16044,4,3.21,3.33,,0.79,,0.67
2,7222,4,3.21,3.62,,0.79,,0.38
2,17190,4,3.21,3,,0.79,,1
2,20661,3,3.21,3,,0.21,,0
2,12468,4,3.21,3.5,,0.79,,0.5
2,16916,3,3.21,3,,0.21,,0
2,2757,4,3.21,4,,0.79,,0
2,2943,5,3.21,5,,1.79,,0
2,26153,1,3.21,2.2,,2.21,,1.2
2,25577,3,3.21,2.75,,0.21,,0.25
2,22115,4.5,3.21,4.5,,1.29,,0
2,278,3.5,3.21,2.93,,0.29,,0.57
2,18737,3,3.21,3,,0.21,,0
2,12672,3,3.21,2.67,,0.21,,0.33
2,29825,3,3.21,3,,0.21,,0
2,3871,4,3.21,4,,0.79,,0
2,7083,3,3.21,3.17,,0.21,,0.17
2,10426,5,3.21,4.25,,1.79,,0.75
2,17466,4,3.21,3.25,,0.79,,0.75
2,13293,4,3.21,4,,0.79,,0
2,13591,3,3.21,3.33,,0.21,,0.33
2,3263,4,3.21,3.5,,0.79,,0.5
2,3293,2.5,3.21,3.25,,0.71,,0.75
2,2484,3,3.21,2.4,,0.21,,0.6
2,6885,5,3.21,5,,1.79,,0
2,4700,4,3.21,4,,0.79,,0
2,9669,4,3.21,4,,0.79,,0
2,9815,3,3.21,2.83,,0.21,,0.17
2,10761,5,3.21,2.42,,1.79,,2.58
2,14022,2,3.21,2,,1.21,,0
2,27468,0.5,3.21,0.5,,2.71,,0
2,3058,5,3.21,4.5,,1.79,,0.5
2,4358,3,3.21,3.5,,0.21,,0.5
2,5451,4,3.21,4,,0.79,,0
2,24696,3,3.21,3,,0.21,,0
2,17694,4,3.21,4,,0.79,,0
2,10059,3,3.21,3.83,,0.21,,0.83
2,22265,2,3.21,2,,1.21,,0
2,9490,4,3.21,3.5,,0.79,,0.5
2,27119,3,3.21,3,,0.21,,0
2,18057,2,3.21,3,,1.21,,1
2,5763,4,3.21,3.5,,0.79,,0.5
2,2692,4,3.21,3.5,,0.79,,0.5
2,25672,3,3.21,3.75,,0.21,,0.75
2,12812,3,3.21,2.75,,0.21,,0.25
2,14546,3,3.21,3.5,,0.21,,0.5
2,15993,3,3.21,3.33,,0.21,,0.33
2,20235,3,3.21,3.3,,0.21,,0.3
2,10916,1,3.21,3,,2.21,,2
2,10543,4,3.21,4,,0.79,,0
2,27934,2.5,3.21,2.83,,0.71,,0.33
2,20226,2,3.21,2.44,,1.21,,0.44
2,24029,1.5,3.21,1.5,,1.71,,0
2,4996,3,3.21,3,,0.21,,0
2,3295,2.5,3.21,2.5,,0.71,,0
2,16942,4,3.21,4.5,,0.79,,0.5
2,4115,4,3.21,4,,0.79,,0
2,17703,3,3.21,3,,0.21,,0
2,11821,3,3.21,3.33,,0.21,,0.33
2,14151,2,3.21,3,,1.21,,1
2,20955,4,3.21,3.72,,0.79,,0.28
2,20524,3,3.21,3,,0.21,,0
2,10922,3,3.21,3,,0.21,,0
2,18228,2.5,3.21,3,,0.71,,0.5
2,12357,2,3.21,2.33,,1.21,,0.33
2,13565,3,3.21,3,,0.21,,0
2,21797,4,3.21,4,,0.79,,0
2,25390,2,3.21,2.75,,1.21,,0.75
2,9145,3,3.21,2.92,,0.21,,0.08
2,7788,2.5,3.21,2.5,,0.71,,0
2,6861,3,3.21,3.25,,0.21,,0.25
2,26777,3,3.21,3,,0.21,,0
2,6152,3,3.21,2.5,,0.21,,0.5
2,22435,1,3.21,1.5,,2.21,,0.5
2,18768,2,3.21,2,,1.21,,0
2,15137,3,3.21,3,,0.21,,0
2,20620,4,3.21,3.5,,0.79,,0.5
2,11028,4,3.21,4,,0.79,,0
2,22374,3,3.21,3,,0.21,,0
2,14293,3,3.21,3,,0.21,,0
2,24026,4,3.21,4,,0.79,,0
2,15712,3,3.21,3.33,,0.21,,0.33
2,15816,3.5,3.21,3.5,,0.29,,0
2,3907,2.5,3.21,2.5,,0.71,,0
2,12527,3.5,3.21,3.5,,0.29,,0
2,27296,4,3.21,3,,0.79,,1
2,10752,4,3.21,2.25,,0.79,,1.75
2,10012,3,3.21,3.38,,0.21,,0.38
2,15308,3,3.21,3,,0.21,,0
2,26268,3,3.21,3,,0.21,,0
2,12158,2.5,3.21,1.75,,0.71,,0.75
2,21840,3,3.21,3,,0.21,,0
2,20637,0.5,3.21,0.5,,2.71,,0
2,12272,4,3.21,4,,0.79,,0
2,21860,3.5,3.21,3.5,,0.29,,0
2,9109,4,3.21,2.75,,0.79,,1.25
2,8417,3.5,3.21,3.75,,0.29,,0.25
2,6643,3,3.21,3,,0.21,,0
2,18937,5,3.21,5,,1.79,,0
2,8171,5,3.21,5,,1.79,,0
2,6012,2,3.21,3.33,,1.21,,1.33
2,5768,2.5,3.21,2.43,,0.71,,0.07
2,1751,2.5,3.21,2.5,,0.71,,0
2,15919,3,3.21,2.83,,0.21,,0.17
2,3296,3.5,3.21,3.5,,0.29,,0
2,17463,2,3.21,1.5,,1.21,,0.5
2,24830,3.5,3.21,3.25,,0.29,,0.25
2,12110,3,3.21,3,,0.21,,0
2,16162,4,3.21,3.58,,0.79,,0.42
2,14572,1,3.21,1.5,,2.21,,0.5
2,16690,4,3.21,3.5,,0.79,,0.5
2,8407,3,3.21,3.5,,0.21,,0.5
2,11964,1,3.21,1,,2.21,,0
2,2076,4,3.21,3,,0.79,,1
2,18382,4,3.21,3,,0.79,,1
2,10572,4,3.21,4,,0.79,,0
2,16014,5,3.21,4.5,,1.79,,0.5
2,12239,2.5,3.21,2.5,,0.71,,0
2,259,5,3.21,5,,1.79,,0
2,22276,1,3.21,1,,2.21,,0
2,1608,5,3.21,5,,1.79,,0
2,8751,2.5,3.21,2.17,,0.71,,0.33
2,9879,5,3.21,3.64,,1.79,,1.36
2,25651,3,3.21,2.83,,0.21,,0.17
2,11904,5,3.21,4,,1.79,,1
2,23573,5,3.21,4.5,,1.79,,0.5
2,10672,4,3.21,3.67,,0.79,,0.33
2,3703,2.5,3.21,3.17,,0.71,,0.67
2,24065,3,3.21,3,,0.21,,0
2,13225,4,3.21,4,,0.79,,0
2,16936,3.5,3.21,3.33,,0.29,,0.17
2,20990,4,3.21,3.72,,0.79,,0.28
2,9386,2.5,3.21,3,,0.71,,0.5
2,28351,4,3.21,4,,0.79,,0
2,8588,2.5,3.21,2.5,,0.71,,0
2,9615,4.5,3.21,4.5,,1.29,,0
2,2718,4.5,3.21,3.08,,1.29,,1.42
2,7347,3,3.21,3,,0.21,,0
2,24643,1.5,3.21,2.4,,1.71,,0.9
2,27695,3,3.21,2.75,,0.21,,0.25
2,4937,4,3.21,4,,0.79,,0
2,19986,3.5,3.21,3.5,,0.29,,0
2,27459,3.5,3.21,3.25,,0.29,,0.25
2,9523,3,3.21,3.5,,0.21,,0.5
2,29207,2,3.21,3,,1.21,,1
2,18833,1.5,3.21,2.14,,1.71,,0.64
2,16158,2.5,3.21,2.5,,0.71,,0
2,8940,4,3.21,4,,0.79,,0
2,11074,2.5,3.21,2.41,,0.71,,0.09
2,25827,3,3.21,2.83,,0.21,,0.17
2,29342,4,3.21,4,,0.79,,0
2,6924,4,3.21,4,,0.79,,0
2,25901,4,3.21,3,,0.79,,1
2,12613,2,3.21,2.5,,1.21,,0.5
2,9748,3.5,3.21,4,,0.29,,0.5
2,13057,2.5,3.21,3,,0.71,,0.5
2,28061,2,3.21,2.17,,1.21,,0.17
2,9753,4,3.21,3.75,,0.79,,0.25
2,11015,4,3.21,4,,0.79,,0
2,28411,5,3.21,3.71,,1.79,,1.29
2,7535,3.5,3.21,3.37,,0.29,,0.13
2,8608,2.5,3.21,2.67,,0.71,,0.17
2,17997,4,3.21,4,,0.79,,0
2,17713,4,3.21,3.83,,0.79,,0.17
2,12649,3,3.21,3.5,,0.21,,0.5
2,4892,3,3.21,2.93,,0.21,,0.07
2,26733,3,3.21,3.5,,0.21,,0.5
2,21304,3,3.21,3,,0.21,,0
2,5352,2,3.21,2.57,,1.21,,0.57
2,6092,3.5,3.21,3.5,,0.29,,0
2,2089,4,3.21,4,,0.79,,0
2,4142,3,3.21,3.5,,0.21,,0.5
2,8788,2,3.21,2,,1.21,,0
2,10451,3,3.21,3,,0.21,,0
2,12758,3,3.21,3,,0.21,,0
2,25826,3,3.21,3.25,,0.21,,0.25
2,27126,4,3.21,4,,0.79,,0
2,7348,3,3.21,3.17,,0.21,,0.17
2,25802,1.5,3.21,1.5,,1.71,,0
2,20384,3,3.21,3,,0.21,,0
2,8153,3.5,3.21,3.5,,0.29,,0
2,12490,3.5,3.21,3.5,,0.29,,0
2,14392,4,3.21,3,,0.79,,1
2,2643,3,3.21,2.2,,0.21,,0.8
2,5443,3.5,3.21,3.5,,0.29,,0
2,6929,4,3.21,4,,0.79,,0
2,4374,3,3.21,2.67,,0.21,,0.33
2,4494,3,3.21,3,,0.21,,0
2,17225,3,3.21,3,,0.21,,0
2,3352,3,3.21,2.75,,0.21,,0.25
2,579,4,3.21,4,,0.79,,0
2,13259,3,3.21,2.14,,0.21,,0.86
2,19657,3,3.21,3.5,,0.21,,0.5
2,26016,4,3.21,3,,0.79,,1
2,19910,5,3.21,3.73,,1.79,,1.27
2,12175,3,3.21,3,,0.21,,0
2,21185,5,3.21,4,,1.79,,1
2,5179,4,3.21,4,,0.79,,0
2,27149,3,3.21,3.25,,0.21,,0.25
2,12944,2,3.21,2.33,,1.21,,0.33
2,2549,3,3.21,3.5,,0.21,,0.5
2,24176,5,3.21,3.6,,1.79,,1.4
2,13462,3.5,3.21,3.5,,0.29,,0
2,7807,4,3.21,4.28,,0.79,,0.28
2,23082,3,3.21,3,,0.21,,0
3,20044,3,3.15,3,,0.15,,0
3,8457,1,3.15,2.4,,2.15,,1.4
3,7828,3,3.15,2.23,,0.15,,0.77
3,21008,3,3.15,3,,0.15,,0
3,114,3,3.15,3,,0.15,,0
3,19071,2,3.15,2.5,,1.15,,0.5
3,17163,2.5,3.15,3,,0.65,,0.5
3,7996,2,3.15,2.67,,1.15,,0.67
3,4511,3,3.15,3.5,,0.15,,0.5
3,28529,1,3.15,2.4,,2.15,,1.4
3,2349,4,3.15,4,,0.85,,0
3,1095,4,3.15,3,,0.85,,1
3,24063,4,3.15,4,,0.85,,0
3,22207,3,3.15,4,,0.15,,1
3,23857,3,3.15,3.25,,0.15,,0.25
3,4456,3,3.15,3,,0.15,,0
3,516,4,3.15,3.5,,0.85,,0.5
3,11341,3,3.15,4,,0.15,,1
3,6735,5,3.15,5,,1.85,,0
3,13938,3,3.15,3.26,,0.15,,0.26
3,23435,3,3.15,3,,0.15,,0
3,16446,4,3.15,4,,0.85,,0
3,17796,4,3.15,3,,0.85,,1
3,26198,2,3.15,2,,1.15,,0
3,2002,4,3.15,3,,0.85,,1
3,4763,0.5,3.15,0.5,,2.65,,0
3,11224,2,3.15,2.5,,1.15,,0.5
3,10670,1,3.15,2,,2.15,,1
3,12872,3,3.15,3,,0.15,,0
3,27053,2,3.15,2.16,,1.15,,0.16
3,19716,2.5,3.15,1.88,,0.65,,0.62
3,1849,2.5,3.15,3.12,,0.65,,0.62
3,6895,2,3.15,3,,1.15,,1
3,29468,1,3.15,3.75,,2.15,,2.75
3,14705,2,3.15,2,,1.15,,0
3,29740,3,3.15,3,,0.15,,0
3,24632,3,3.15,3.6,,0.15,,0.6
3,21146,3,3.15,3.21,,0.15,,0.21
3,25364,4,3.15,4,,0.85,,0
3,5576,2,3.15,2.43,,1.15,,0.43
3,13960,4,3.15,3.5,,0.85,,0.5
3,27689,3.5,3.15,3.5,,0.35,,0
3,7495,3,3.15,4,,0.15,,1
3,24129,3,3.15,2.75,,0.15,,0.25
3,9198,3,3.15,3,,0.15,,0
3,5262,4,3.15,4.25,,0.85,,0.25
3,6467,4,3.15,4,,0.85,,0
3,2350,3,3.15,3.6,,0.15,,0.6
3,15590,3,3.15,3,,0.15,,0
3,9024,3,3.15,3,,0.15,,0
3,28609,2.5,3.15,2.75,,0.65,,0.25
3,1438,3,3.15,3,,0.15,,0
3,7376,3,3.15,3,,0.15,,0
3,26403,4,3.15,2.5,,0.85,,1.5
3,22209,3,3.15,3,,0.15,,0
3,15935,3,3.15,3,,0.15,,0
3,8761,3,3.15,3,,0.15,,0
3,14462,2.5,3.15,2.5,,0.65,,0
3,19385,2,3.15,2.5,,1.15,,0.5
3,15471,3,3.15,3.33,,0.15,,0.33
3,2875,4,3.15,3.43,,0.85,,0.57
3,14094,2.5,3.15,2.5,,0.65,,0
3,23617,3,3.15,3,,0.15,,0
3,24547,3,3.15,3,,0.15,,0
3,13494,2,3.15,2.5,,1.15,,0.5
3,5717,3,3.15,3,,0.15,,0
3,5213,1,3.15,1,,2.15,,0
3,1993,3,3.15,3,,0.15,,0
3,21436,3,3.15,4,,0.15,,1
3,14280,3,3.15,3.25,,0.15,,0.25
3,20154,3,3.15,3.33,,0.15,,0.33
3,7963,3,3.15,2.75,,0.15,,0.25
3,19529,2,3.15,2.9,,1.15,,0.9
3,18132,4,3.15,2.83,,0.85,,1.17
3,27277,4,3.15,4,,0.85,,0
3,9572,4,3.15,3.25,,0.85,,0.75
3,11996,3,3.15,3,,0.15,,0
3,17694,4,3.15,4,,0.85,,0
3,4285,4,3.15,4,,0.85,,0
3,4735,5,3.15,3.67,,1.85,,1.33
3,21624,3,3.15,3,,0.15,,0
3,23262,3.5,3.15,3.5,,0.35,,0
3,19152,3,3.15,3.5,,0.15,,0.5
3,10248,4,3.15,4.25,,0.85,,0.25
3,26236,3,3.15,3,,0.15,,0
3,16237,3,3.15,3,,0.15,,0
3,15711,3,3.15,3,,0.15,,0
3,19894,3,3.15,3,,0.15,,0
3,3213,3,3.15,3,,0.15,,0
3,4799,4,3.15,4,,0.85,,0
3,7629,4,3.15,3.8,,0.85,,0.2
3,10986,3,3.15,3,,0.15,,0
3,10331,3,3.15,3,,0.15,,0
3,27051,2.5,3.15,2.17,,0.65,,0.33
3,13279,3,3.15,3,,0.15,,0
3,22247,5,3.15,5,,1.85,,0
3,21108,2.5,3.15,2.5,,0.65,,0
3,17816,2,3.15,2,,1.15,,0
3,21219,3,3.15,2.92,,0.15,,0.08
3,20895,5,3.15,5,,1.85,,0
3,17420,3,3.15,2.5,,0.15,,0.5
3,13092,2,3.15,2.75,,1.15,,0.75
3,12324,3,3.15,3,,0.15,,0
3,27108,3,3.15,3,,0.15,,0
3,7916,4,3.15,3,,0.85,,1
3,19310,4.5,3.15,3.5,,1.35,,1
3,9529,3,3.15,3,,0.15,,0
3,26761,3,3.15,3,,0.15,,0
3,17590,5,3.15,5,,1.85,,0
3,17270,3,3.15,3.25,,0.15,,0.25
3,10563,1,3.15,1,,2.15,,0
3,5649,3,3.15,3,,0.15,,0
3,28006,1,3.15,1,,2.15,,0
3,23865,3,3.15,3.5,,0.15,,0.5
3,91,3,3.15,3.17,,0.15,,0.17
3,14202,3,3.15,3,,0.15,,0
3,8391,2,3.15,3.31,,1.15,,1.31
3,11635,4,3.15,4,,0.85,,0
3,80,3,3.15,2.5,,0.15,,0.5
3,11367,3,3.15,3.5,,0.15,,0.5
3,25878,3,3.15,3.09,,0.15,,0.09
3,25516,1,3.15,2,,2.15,,1
3,18280,3.5,3.15,4,,0.35,,0.5
3,22527,2,3.15,2,,1.15,,0
3,11950,3,3.15,3.33,,0.15,,0.33
3,2322,2.5,3.15,1.5,,0.65,,1
3,1378,2,3.15,2,,1.15,,0
3,16836,3,3.15,3,,0.15,,0
3,27814,2,3.15,2,,1.15,,0
3,19735,3,3.15,3.6,,0.15,,0.6
3,4133,5,3.15,3.33,,1.85,,1.67
3,5021,2,3.15,2,,1.15,,0
3,15813,4,3.15,4,,0.85,,0
3,9463,2.5,3.15,2.5,,0.65,,0
3,14393,4,3.15,3.5,,0.85,,0.5
3,8032,2.5,3.15,3,,0.65,,0.5
3,2901,4,3.15,4,,0.85,,0
3,18361,5,3.15,5,,1.85,,0
3,5927,2,3.15,2,,1.15,,0
3,2038,3.5,3.15,4.17,,0.35,,0.67
3,20173,5,3.15,5,,1.85,,0
3,25093,3,3.15,2.72,,0.15,,0.28
3,7846,3.5,3.15,3.5,,0.35,,0
3,16546,3,3.15,3.4,,0.15,,0.4
3,9433,3,3.15,3,,0.15,,0
3,14111,3,3.15,3,,0.15,,0
3,2003,3,3.15,3,,0.15,,0
3,27172,3,3.15,3,,0.15,,0
3,24955,5,3.15,5,,1.85,,0
3,6460,3,3.15,3.15,,0.15,,0.15
3,1494,3,3.15,3.33,,0.15,,0.33
3,13823,3,3.15,2,,0.15,,1
3,18486,5,3.15,3.67,,1.85,,1.33
3,5434,3,3.15,3,,0.15,,0
3,8755,5,3.15,5,,1.85,,0
3,18901,4,3.15,2.4,,0.85,,1.6
3,8,5,3.15,4,,1.85,,1
3,24838,5,3.15,4,,1.85,,1
3,14572,4,3.15,2.4,,0.85,,1.6
3,18484,2,3.15,2.71,,1.15,,0.71
3,4598,3.5,3.15,2.88,,0.35,,0.62
3,19104,3,3.15,3,,0.15,,0
3,24214,3,3.15,3.15,,0.15,,0.15
3,13499,3.5,3.15,3.63,,0.35,,0.13
3,11319,3,3.15,3.33,,0.15,,0.33
3,12372,4,3.15,4,,0.85,,0
3,2903,4,3.15,4,,0.85,,0
3,14556,3,3.15,3,,0.15,,0
3,23579,3,3.15,3,,0.15,,0
3,4283,4,3.15,4,,0.85,,0
3,29193,1,3.15,3,,2.15,,2
3,28932,3,3.15,3,,0.15,,0
3,10169,2,3.15,1.5,,1.15,,0.5
3,158,2,3.15,2.91,,1.15,,0.91
3,8833,5,3.15,5,,1.85,,0
3,27099,3,3.15,3.5,,0.15,,0.5
3,27690,4,3.15,3.12,,0.85,,0.88
3,13044,3,3.15,3.25,,0.15,,0.25
3,29903,3,3.15,3,,0.15,,0
3,20163,1,3.15,2.83,,2.15,,1.83
3,27623,5,3.15,5,,1.85,,0
3,21907,3,3.15,2.67,,0.15,,0.33
3,16236,2.5,3.15,2.5,,0.65,,0
3,6497,3,3.15,2.67,,0.15,,0.33
3,17953,2,3.15,2,,1.15,,0
3,15333,5,3.15,3.23,,1.85,,1.77
3,7377,3,3.15,3.33,,0.15,,0.33
3,4892,3,3.15,2.82,,0.15,,0.18
3,23557,1,3.15,1,,2.15,,0
3,29531,3,3.15,3,,0.15,,0
3,17598,4,3.15,4.5,,0.85,,0.5
3,96,4,3.15,4,,0.85,,0
3,22707,4,3.15,2.89,,0.85,,1.11
3,11393,1,3.15,2,,2.15,,1
3,8863,5,3.15,5,,1.85,,0
3,16840,2,3.15,2.15,,1.15,,0.15
3,4173,3.5,3.15,3.5,,0.35,,0
4,23091,3,2.87,3.4,,0.13,,0.4
4,22723,1,2.87,2.5,,1.87,,1.5
4,12425,4,2.87,4,,1.13,,0
4,25729,4,2.87,4,,1.13,,0
4,9801,5,2.87,4,,2.13,,1
4,7609,3,2.87,3,,0.13,,0
4,3965,1,2.87,1,,1.87,,0
4,18041,5,2.87,3.88,,2.13,,1.12
4,1931,5,2.87,3.39,,2.13,,1.61
4,21936,5,2.87,5,,2.13,,0
4,10499,1,2.87,1,,1.87,,0
4,15876,5,2.87,5,,2.13,,0
4,24269,3,2.87,3,,0.13,,0
4,1267,4,2.87,3.4,,1.13,,0.6
4,4133,3,2.87,3.54,,0.13,,0.54
4,7505,1,2.87,2.5,,1.87,,1.5
4,1301,3,2.87,2.83,,0.13,,0.17
4,12367,2,2.87,2.38,,0.87,,0.38
4,3927,3,2.87,3,,0.13,,0
4,9930,3,2.87,3.26,,0.13,,0.26
4,11399,3,2.87,3,,0.13,,0
4,8739,4,2.87,3.36,,1.13,,0.64
4,25423,5,2.87,5,,2.13,,0
4,18007,2.5,2.87,1.93,,0.37,,0.57
4,6964,1,2.87,3.33,,1.87,,2.33
4,17196,2,2.87,3.78,,0.87,,1.78
4,27200,3,2.87,3,,0.13,,0
4,28709,2,2.87,3.16,,0.87,,1.16
4,23317,2,2.87,2,,0.87,,0
4,6497,3,2.87,3,,0.13,,0
4,12447,3,2.87,3,,0.13,,0
4,11513,3,2.87,2.75,,0.13,,0.25
4,4962,4,2.87,4,,1.13,,0
4,28060,3,2.87,3.6,,0.13,,0.6
4,11319,4,2.87,3.62,,1.13,,0.38
4,9770,1,2.87,1,,1.87,,0
4,8568,1.5,2.87,1.5,,1.37,,0
4,24740,3,2.87,3.4,,0.13,,0.4
4,28388,5,2.87,5,,2.13,,0
4,156,3,2.87,3.12,,0.13,,0.12
4,15477,1,2.87,2.4,,1.87,,1.4
4,5606,3.5,2.87,3.25,,0.63,,0.25
4,15490,4,2.87,4,,1.13,,0
